study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
PRJEB29238	SAMEA7614299	ERX4739264	ERR4869822	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/002/ERR4869822/ERR4869822_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/002/ERR4869822/ERR4869822_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869822/10-442_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869822/10-442_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/002/ERR4869822.bam
PRJEB29238	SAMEA7614322	ERX4739289	ERR4869847	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/007/ERR4869847/ERR4869847_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/007/ERR4869847/ERR4869847_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869847/18-340_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869847/18-340_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/007/ERR4869847.bam
PRJEB29238	SAMEA7614300	ERX4739265	ERR4869823	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/003/ERR4869823/ERR4869823_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/003/ERR4869823/ERR4869823_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869823/10-444_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869823/10-444_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/003/ERR4869823.bam
PRJEB29238	SAMEA7614323	ERX4739290	ERR4869848	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/008/ERR4869848/ERR4869848_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/008/ERR4869848/ERR4869848_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869848/18-341_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869848/18-341_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/008/ERR4869848.bam
PRJEB29238	SAMEA7614301	ERX4739266	ERR4869824	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/004/ERR4869824/ERR4869824_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/004/ERR4869824/ERR4869824_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869824/10-445_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869824/10-445_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/004/ERR4869824.bam
PRJEB29238	SAMEA8798144	ERX5594890	ERR5954369	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/009/ERR5954369/ERR5954369_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/009/ERR5954369/ERR5954369_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954369/04-572_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954369/04-572_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR595/009/ERR5954369.bam
PRJEB29238	SAMEA7614303	ERX4739268	ERR4869826	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/006/ERR4869826/ERR4869826_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/006/ERR4869826/ERR4869826_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869826/18-318_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869826/18-318_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/006/ERR4869826.bam
PRJEB29238	SAMEA7614305	ERX4739270	ERR4869828	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/008/ERR4869828/ERR4869828_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/008/ERR4869828/ERR4869828_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869828/18-321_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869828/18-321_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/008/ERR4869828.bam
PRJEB29238	SAMEA8798145	ERX5594891	ERR5954370	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/000/ERR5954370/ERR5954370_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/000/ERR5954370/ERR5954370_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954370/04-573_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954370/04-573_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR595/000/ERR5954370.bam
PRJEB29238	SAMEA7614307	ERX4739272	ERR4869830	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/000/ERR4869830/ERR4869830_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/000/ERR4869830/ERR4869830_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869830/18-323_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869830/18-323_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/000/ERR4869830.bam
PRJEB29238	SAMEA8798146	ERX5594892	ERR5954371	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/001/ERR5954371/ERR5954371_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/001/ERR5954371/ERR5954371_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954371/04-574_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954371/04-574_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR595/001/ERR5954371.bam
PRJEB29238	SAMEA7614309	ERX4739274	ERR4869832	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/002/ERR4869832/ERR4869832_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/002/ERR4869832/ERR4869832_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869832/18-327_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869832/18-327_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/002/ERR4869832.bam
PRJEB29238	SAMEA8798147	ERX5594893	ERR5954372	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/002/ERR5954372/ERR5954372_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/002/ERR5954372/ERR5954372_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954372/04-575_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954372/04-575_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR595/002/ERR5954372.bam
PRJEB29238	SAMEA7614313	ERX4739278	ERR4869836	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/006/ERR4869836/ERR4869836_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/006/ERR4869836/ERR4869836_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869836/18-331_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869836/18-331_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/006/ERR4869836.bam
PRJEB29238	SAMEA7614315	ERX4739280	ERR4869838	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/008/ERR4869838/ERR4869838_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR486/008/ERR4869838/ERR4869838_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869838/18-333_p_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR486/ERR4869838/18-333_p_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR486/008/ERR4869838.bam
PRJEB29238	SAMEA8798149	ERX5594895	ERR5954374	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/004/ERR5954374/ERR5954374_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/004/ERR5954374/ERR5954374_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954374/04-577_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954374/04-577_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR595/004/ERR5954374.bam
PRJEB29238	SAMEA8798160	ERX5594906	ERR5954385	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/005/ERR5954385/ERR5954385_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/005/ERR5954385/ERR5954385_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954385/04-614_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954385/04-614_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR595/005/ERR5954385.bam
PRJEB29238	SAMEA8798151	ERX5594897	ERR5954376	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/006/ERR5954376/ERR5954376_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/006/ERR5954376/ERR5954376_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954376/04-579_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954376/04-579_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR595/006/ERR5954376.bam
PRJEB29238	SAMEA8798163	ERX5594909	ERR5954388	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/008/ERR5954388/ERR5954388_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/008/ERR5954388/ERR5954388_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954388/04-617_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954388/04-617_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR595/008/ERR5954388.bam
PRJEB29238	SAMEA8798155	ERX5594901	ERR5954380	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/000/ERR5954380/ERR5954380_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/000/ERR5954380/ERR5954380_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954380/04-583_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954380/04-583_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR595/000/ERR5954380.bam
PRJEB29238	SAMEA8798171	ERX5594917	ERR5954396	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/006/ERR5954396/ERR5954396_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/006/ERR5954396/ERR5954396_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954396/09-604_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954396/09-604_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR595/006/ERR5954396.bam
PRJEB29238	SAMEA8798156	ERX5594902	ERR5954381	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/001/ERR5954381/ERR5954381_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/001/ERR5954381/ERR5954381_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954381/04-609_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954381/04-609_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR595/001/ERR5954381.bam
PRJEB29238	SAMEA8798174	ERX5594920	ERR5954399	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/009/ERR5954399/ERR5954399_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/009/ERR5954399/ERR5954399_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954399/10-597_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954399/10-597_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR595/009/ERR5954399.bam
PRJEB29238	SAMEA8798158	ERX5594904	ERR5954383	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/003/ERR5954383/ERR5954383_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/003/ERR5954383/ERR5954383_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954383/04-612_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954383/04-612_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR595/003/ERR5954383.bam
PRJEB29238	SAMEA8798183	ERX5594929	ERR5954408	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/008/ERR5954408/ERR5954408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/008/ERR5954408/ERR5954408_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954408/11-485_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954408/11-485_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR595/008/ERR5954408.bam
PRJEB29238	SAMEA8798161	ERX5594907	ERR5954386	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/006/ERR5954386/ERR5954386_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/006/ERR5954386/ERR5954386_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954386/04-615_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954386/04-615_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR595/006/ERR5954386.bam
PRJEB29238	SAMEA8798186	ERX5594932	ERR5954411	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/001/ERR5954411/ERR5954411_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/001/ERR5954411/ERR5954411_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954411/11-493_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954411/11-493_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR595/001/ERR5954411.bam
PRJEB29238	SAMEA8798162	ERX5594908	ERR5954387	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/007/ERR5954387/ERR5954387_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/007/ERR5954387/ERR5954387_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954387/04-616_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954387/04-616_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR595/007/ERR5954387.bam
PRJEB29238	SAMEA8798191	ERX5594937	ERR5954416	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/006/ERR5954416/ERR5954416_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/006/ERR5954416/ERR5954416_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954416/11-503_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954416/11-503_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR595/006/ERR5954416.bam
PRJEB29238	SAMEA8798167	ERX5594913	ERR5954392	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/002/ERR5954392/ERR5954392_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/002/ERR5954392/ERR5954392_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954392/04-621_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954392/04-621_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR595/002/ERR5954392.bam
PRJEB29238	SAMEA8798196	ERX5594942	ERR5954421	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/001/ERR5954421/ERR5954421_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/001/ERR5954421/ERR5954421_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954421/11-540_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954421/11-540_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR595/001/ERR5954421.bam
PRJEB29238	SAMEA8798168	ERX5594914	ERR5954393	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/003/ERR5954393/ERR5954393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/003/ERR5954393/ERR5954393_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954393/04-622_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954393/04-622_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR595/003/ERR5954393.bam
PRJEB29238	SAMEA8798205	ERX5594951	ERR5954430	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/000/ERR5954430/ERR5954430_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/000/ERR5954430/ERR5954430_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954430/12-460_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954430/12-460_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR595/000/ERR5954430.bam
PRJEB29238	SAMEA8798170	ERX5594916	ERR5954395	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/005/ERR5954395/ERR5954395_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/005/ERR5954395/ERR5954395_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954395/09-603_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954395/09-603_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR595/005/ERR5954395.bam
PRJEB29238	SAMEA8798172	ERX5594918	ERR5954397	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/007/ERR5954397/ERR5954397_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/007/ERR5954397/ERR5954397_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954397/09-607_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954397/09-607_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR595/007/ERR5954397.bam
PRJEB29238	SAMEA8798173	ERX5594919	ERR5954398	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/008/ERR5954398/ERR5954398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/008/ERR5954398/ERR5954398_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954398/09-608_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954398/09-608_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR595/008/ERR5954398.bam
PRJEB29238	SAMEA8798210	ERX5594956	ERR5954435	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/005/ERR5954435/ERR5954435_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/005/ERR5954435/ERR5954435_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954435/12-466_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954435/12-466_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR595/005/ERR5954435.bam
PRJEB29238	SAMEA8798177	ERX5594923	ERR5954402	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/002/ERR5954402/ERR5954402_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/002/ERR5954402/ERR5954402_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954402/11-477_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954402/11-477_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR595/002/ERR5954402.bam
PRJEB29238	SAMEA8798211	ERX5594957	ERR5954436	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/006/ERR5954436/ERR5954436_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/006/ERR5954436/ERR5954436_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954436/12-467_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954436/12-467_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR595/006/ERR5954436.bam
PRJEB29238	SAMEA8798178	ERX5594924	ERR5954403	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/003/ERR5954403/ERR5954403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/003/ERR5954403/ERR5954403_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954403/11-479_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954403/11-479_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR595/003/ERR5954403.bam
PRJEB29238	SAMEA8798179	ERX5594925	ERR5954404	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/004/ERR5954404/ERR5954404_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/004/ERR5954404/ERR5954404_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954404/11-481_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954404/11-481_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR595/004/ERR5954404.bam
PRJEB29238	SAMEA8798215	ERX5594961	ERR5954440	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/000/ERR5954440/ERR5954440_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/000/ERR5954440/ERR5954440_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954440/12-504_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954440/12-504_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR595/000/ERR5954440.bam
PRJEB29238	SAMEA8798181	ERX5594927	ERR5954406	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/006/ERR5954406/ERR5954406_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/006/ERR5954406/ERR5954406_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954406/11-483_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954406/11-483_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR595/006/ERR5954406.bam
PRJEB29238	SAMEA8798216	ERX5594962	ERR5954441	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/001/ERR5954441/ERR5954441_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/001/ERR5954441/ERR5954441_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954441/12-533_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954441/12-533_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR595/001/ERR5954441.bam
PRJEB29238	SAMEA8798188	ERX5594934	ERR5954413	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/003/ERR5954413/ERR5954413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/003/ERR5954413/ERR5954413_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954413/11-497_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954413/11-497_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR595/003/ERR5954413.bam
PRJEB29238	SAMEA8798218	ERX5594964	ERR5954443	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/003/ERR5954443/ERR5954443_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/003/ERR5954443/ERR5954443_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954443/12-535_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954443/12-535_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR595/003/ERR5954443.bam
PRJEB29238	SAMEA8798189	ERX5594935	ERR5954414	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/004/ERR5954414/ERR5954414_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/004/ERR5954414/ERR5954414_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954414/11-499_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954414/11-499_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR595/004/ERR5954414.bam
PRJEB29238	SAMEA8798221	ERX5594967	ERR5954446	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/006/ERR5954446/ERR5954446_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/006/ERR5954446/ERR5954446_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954446/12-643_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5954446/12-643_R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR595/006/ERR5954446.bam
